急性颌骨骨髓炎会传染给哪些人,"['急性颌骨骨髓炎', '会', '传染给', '哪些', '人']",传染性,7
打扰问一下硬红斑看什么医生,"['打扰', '问', '一下', '硬红斑', '看', '什么', '医生']",所属科室,6
口腔毛滴虫病如何体检,"['口腔毛滴虫病', '如何', '体检']",化验/体检方案,10
打扰问一下鼻中隔偏曲要看什么科,"['打扰', '问', '一下', '鼻中隔偏曲', '要', '看', '什么', '科']",所属科室,6
如何预防肝肺综合症,"['如何', '预防', '肝肺综合症']",预防,2
包皮龟头炎会传染给哪些人,"['包皮龟头炎', '会', '传染给', '哪些', '人']",传染性,7
请问得了桡骨茎突骨折可以挂什么科,"['请问', '得', '了', '桡骨茎突骨折', '可以', '挂', '什么', '科']",所属科室,6
你好，麻烦问一下II型糖尿病要挂什么科室,"['你好', '，', '麻烦', '问', '一下', 'II型糖尿病', '要', '挂', '什么', '科室']",所属科室,6
您好能否告知崩漏的意思是什么,"['您好', '能否', '告知', '崩漏', '的', '意思', '是', '什么']",定义,0
您好急性肾小管坏死要挂什么科室,"['您好', '急性肾小管坏死', '要', '挂', '什么', '科室']",所属科室,6
冒昧问一下肝火眩晕会传染给哪些人,"['冒昧', '问', '一下', '肝火眩晕', '会', '传染给', '哪些', '人']",传染性,7
什么方法能防范头部脂溢性皮炎,"['什么', '方法', '能', '防范', '头部脂溢性皮炎']",预防,2
如果得了毛发红糠疹可以挂什么科,"['如果', '得', '了', '毛发红糠疹', '可以', '挂', '什么', '科']",所属科室,6
动静脉血管瘤属于什么科,"['动静脉血管瘤', '属于', '什么', '科']",所属科室,6
小儿大动脉炎检查什么,"['小儿大动脉炎', '检查', '什么']",化验/体检方案,10
翼状胬肉治愈率多高,"['翼状胬肉', '治愈率', '多高']",治愈率,8
你好，麻烦问一下皮层性多汗症治愈需要几年,"['你好', '，', '麻烦', '问', '一下', '皮层性多汗症', '治愈', '需要', '几年']",治疗时间,11
能否告知食管黏膜损伤是啥？,"['能否', '告知', '食管黏膜损伤', '是', '啥', '？']",定义,0
请问得了食管念珠菌感染要挂什么科室,"['请问', '得', '了', '食管念珠菌感染', '要', '挂', '什么', '科室']",所属科室,6
脑型血吸虫病能治好不,"['脑型血吸虫病', '能治好', '不']",治愈率,8
如果得了轮状病毒性肠炎会传染给哪些人,"['如果', '得', '了', '轮状病毒性肠炎', '会', '传染给', '哪些', '人']",传染性,7
请问得了咯血治好要多少天,"['请问', '得', '了', '咯血', '治好', '要', '多少', '天']",治疗时间,11
弓形体脑病能否治好,"['弓形体脑病', '能否', '治', '好']",治愈率,8
我该咋样躲避妊娠合并宫颈癌,"['我该', '咋样', '躲避', '妊娠合并宫颈癌']",预防,2
胰腺瘘可以看啥科室,"['胰腺瘘', '可以', '看', '啥', '科室']",所属科室,6
请问得了早秃做啥检查,"['请问', '得', '了', '早秃', '做', '啥', '检查']",化验/体检方案,10
问一下痰饮可治率多高？,"['问', '一下', '痰饮', '可治率', '多', '高', '？']",治愈率,8
如果得了怎样解释痉挛性脑瘫是啥？,"['如果', '得', '了', '怎样', '解释', '痉挛性脑瘫', '是', '啥', '？']",定义,0
深脓疱病会让我得上吗,"['深脓疱病', '会', '让', '我', '得', '上', '吗']",传染性,7
请问得了眼眶骨瘤可以看啥科室,"['请问', '得', '了', '眼眶骨瘤', '可以', '看', '啥', '科室']",所属科室,6
你好，麻烦问一下安眠药中毒要治几多时间,"['你好', '，', '麻烦', '问', '一下', '安眠药中毒', '要治', '几多', '时间']",治疗时间,11
如果得了脊柱脊髓损伤症候,"['如果', '得', '了', '脊柱脊髓损伤', '症候']",临床表现(病症表现),3
打扰问一下乳糜尿什么人容易得,"['打扰', '问', '一下', '乳糜尿', '什么', '人', '容易', '得']",传染性,7
三期梅毒能否治好,"['三期梅毒', '能否', '治', '好']",治愈率,8
请教一下新生儿高血糖症会传给孩子吗,"['请教', '一下', '新生儿高血糖症', '会', '传给', '孩子', '吗']",传染性,7
打扰问一下干燥性角结膜炎要看什么科,"['打扰', '问', '一下', '干燥性角结膜炎', '要', '看', '什么', '科']",所属科室,6
你好，麻烦问一下腹主动脉瘤应该看啥医生,"['你好', '，', '麻烦', '问', '一下', '腹主动脉瘤', '应该', '看', '啥', '医生']",所属科室,6
咋躲开下尺桡关节脱位,"['咋', '躲开', '下尺桡关节脱位']",预防,2
问一下胎肥能治吗,"['问', '一下', '胎肥', '能治', '吗']",治愈率,8
您好乳酸性酸中毒有什么一并发生,"['您好', '乳酸性酸中毒', '有', '什么', '一并', '发生']",相关病症,4
什么方法能预防小儿脱屑性肺炎,"['什么', '方法', '能', '预防', '小儿脱屑性肺炎']",预防,2
我该如何躲开多指畸形,"['我该', '如何', '躲开', '多指畸形']",预防,2
等孢球虫病可以治好吗,"['等孢球虫病', '可以', '治好', '吗']",治愈率,8
打扰问一下先天性白血病治愈比例,"['打扰', '问', '一下', '先天性白血病', '治愈', '比例']",治愈率,8
问一下回乳如何体检？,"['问', '一下', '回乳', '如何', '体检', '？']",化验/体检方案,10
打扰问一下急性肾炎综合征可以挂什么科,"['打扰', '问', '一下', '急性肾炎综合征', '可以', '挂', '什么', '科']",所属科室,6
您好妊娠合并淋巴瘤临床表现,"['您好', '妊娠合并淋巴瘤', '临床表现']",临床表现(病症表现),3
如果得了肾错构瘤要治多久,"['如果', '得', '了', '肾错构瘤', '要治', '多久']",治疗时间,11
问一下小儿帕套综合征能否治好,"['问', '一下', '小儿帕套综合征', '能否', '治', '好']",治愈率,8
你好，麻烦问一下鳄皮婴儿综合征治疗多长时间,"['你好', '，', '麻烦', '问', '一下', '鳄皮婴儿综合征', '治疗', '多长时间']",治疗时间,11
胸锁关节脱位有什么一同出现,"['胸锁关节脱位', '有', '什么', '一同', '出现']",相关病症,4
问一下能否告知小儿哮喘是什么意思？,"['问', '一下', '能否', '告知', '小儿哮喘', '是', '什么', '意思', '？']",定义,0
冒昧问一下化学性眼外伤治疗多少时间,"['冒昧', '问', '一下', '化学性眼外伤', '治疗', '多少', '时间']",治疗时间,11
能否告知寒性荨麻疹的定义,"['能否', '告知', '寒性荨麻疹', '的', '定义']",定义,0
你好，麻烦问一下卵巢早衰会传染给其他人吗？,"['你好', '，', '麻烦', '问', '一下', '卵巢早衰', '会', '传染给', '其他人', '吗', '？']",传染性,7
请问得了纹状体黑质变性什么人容易得,"['请问', '得', '了', '纹状体黑质变性', '什么', '人', '容易', '得']",传染性,7
眼睑热性疱疹治愈需要几年,"['眼睑热性疱疹', '治愈', '需要', '几年']",治疗时间,11
咋抵御窦性期前收缩,"['咋', '抵御', '窦性期前收缩']",预防,2
请问得了想了解眼内转移性肿瘤有什么定义？,"['请问', '得', '了', '想', '了解', '眼内转移性肿瘤', '有', '什么', '定义', '？']",定义,0
齿状突发育畸形有什么并发,"['齿状突发育畸形', '有', '什么', '并发']",相关病症,4
打扰问一下幼年型皮肌炎治好的可能性,"['打扰', '问', '一下', '幼年型皮肌炎', '治好', '的', '可能性']",治愈率,8
您好化脓性食管炎挂啥科,"['您好', '化脓性食管炎', '挂', '啥', '科']",所属科室,6
婴儿肌纤维瘤病临床表现,"['婴儿肌纤维瘤病', '临床表现']",临床表现(病症表现),3
问一下虫证治疗时间长吗,"['问', '一下', '虫证', '治疗', '时间', '长', '吗']",治疗时间,11
髌骨骨折要做什么化验治疗吗,"['髌骨骨折', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
您好老年跌倒治疗多长时间,"['您好', '老年跌倒', '治疗', '多长时间']",治疗时间,11
问一下皮肤癣菌病可以看啥科室,"['问', '一下', '皮肤癣菌病', '可以', '看', '啥', '科室']",所属科室,6
请教一下寒湿困脾检查什么,"['请教', '一下', '寒湿困脾', '检查', '什么']",化验/体检方案,10
你好，麻烦问一下绝经期乳腺癌的症状是什么,"['你好', '，', '麻烦', '问', '一下', '绝经期乳腺癌', '的', '症状', '是', '什么']",临床表现(病症表现),3
如果得了脑炎后遗症的症状是什么,"['如果', '得', '了', '脑炎后遗症', '的', '症状', '是', '什么']",临床表现(病症表现),3
皮脂缺乏症看什么医生,"['皮脂缺乏症', '看', '什么', '医生']",所属科室,6
如果得了着色芽生菌病能治吗,"['如果', '得', '了', '着色芽生菌病', '能治', '吗']",治愈率,8
您好急性肾炎综合征有什么其他病并发,"['您好', '急性肾炎综合征', '有', '什么', '其他', '病', '并发']",相关病症,4
智能障碍得治疗几个小时,"['智能障碍', '得', '治疗', '几个', '小时']",治疗时间,11
采取什么方法躲掉手汗症,"['采取', '什么', '方法', '躲', '掉', '手汗症']",预防,2
冒昧问一下骨髓纤维化痊愈几率,"['冒昧', '问', '一下', '骨髓纤维化', '痊愈', '几率']",治愈率,8
冒昧问一下支气管发育不全可以看啥科室,"['冒昧', '问', '一下', '支气管发育不全', '可以', '看', '啥', '科室']",所属科室,6
冒昧问一下先天性胫骨缺如容易感染不,"['冒昧', '问', '一下', '先天性胫骨缺如', '容易', '感染', '不']",传染性,7
男性尖锐湿疣挂啥科,"['男性尖锐湿疣', '挂', '啥', '科']",所属科室,6
请教一下能否告知精神障碍解释,"['请教', '一下', '能否', '告知', '精神障碍', '解释']",定义,0
怎样躲避血管母细胞瘤,"['怎样', '躲避', '血管母细胞瘤']",预防,2
问一下病毒性脑膜炎做啥检查,"['问', '一下', '病毒性脑膜炎', '做', '啥', '检查']",化验/体检方案,10
风轮赤豆会传染给其他人吗？,"['风轮赤豆', '会', '传染给', '其他人', '吗', '？']",传染性,7
鼻息肉易发人群是哪些人,"['鼻息肉', '易发', '人群', '是', '哪些', '人']",传染性,7
如果得了骶骼筋膜脂肪疝治疗几天,"['如果', '得', '了', '骶骼筋膜脂肪疝', '治疗', '几天']",治疗时间,11
请教一下网瘾属于什么科,"['请教', '一下', '网瘾', '属于', '什么', '科']",所属科室,6
如果得了肛管癌治疗几天,"['如果', '得', '了', '肛管癌', '治疗', '几天']",治疗时间,11
你好，麻烦问一下同型胱氨酸尿症要治几多时间,"['你好', '，', '麻烦', '问', '一下', '同型胱氨酸尿症', '要治', '几多', '时间']",治疗时间,11
冒昧问一下脊髓梗死可以挂什么科,"['冒昧', '问', '一下', '脊髓梗死', '可以', '挂', '什么', '科']",所属科室,6
问一下慢性疲劳综合症多大几率能治好,"['问', '一下', '慢性疲劳综合症', '多大', '几率', '能治好']",治愈率,8
您好寒湿泄泻病症是啥,"['您好', '寒湿泄泻', '病症', '是', '啥']",临床表现(病症表现),3
问一下乳房丝虫病要治多久,"['问', '一下', '乳房丝虫病', '要治', '多久']",治疗时间,11
疱疹性咽峡炎症状,"['疱疹性咽峡炎', '症状']",临床表现(病症表现),3
你好，麻烦问一下尤文氏肉瘤会传给孕妇吗,"['你好', '，', '麻烦', '问', '一下', '尤文氏肉瘤', '会', '传给', '孕妇', '吗']",传染性,7
你好，麻烦问一下分离性垂直偏斜临床表现,"['你好', '，', '麻烦', '问', '一下', '分离性垂直偏斜', '临床表现']",临床表现(病症表现),3
请教一下窦性停搏会传给孩子吗,"['请教', '一下', '窦性停搏', '会', '传给', '孩子', '吗']",传染性,7
我该怎样逃开肛管癌,"['我该', '怎样', '逃开', '肛管癌']",预防,2
花柳病会传给孕妇吗,"['花柳病', '会', '传给', '孕妇', '吗']",传染性,7
颧骨骨折会传给老人吗,"['颧骨骨折', '会', '传给', '老人', '吗']",传染性,7
请教一下解释一下下丘脑综合征定义的意思,"['请教', '一下', '解释一下', '下丘脑综合征', '定义', '的', '意思']",定义,0
卵巢炎现象,"['卵巢炎', '现象']",临床表现(病症表现),3
冒昧问一下乳房外湿疹样癌治疗几天,"['冒昧', '问', '一下', '乳房外湿疹样癌', '治疗', '几天']",治疗时间,11
冒昧问一下想了解足月小样儿定义的意思,"['冒昧', '问', '一下', '想', '了解', '足月小样儿', '定义', '的', '意思']",定义,0
冒昧问一下外阴包涵囊肿如何体检,"['冒昧', '问', '一下', '外阴包涵囊肿', '如何', '体检']",化验/体检方案,10
问一下痧子有什么一同出现,"['问', '一下', '痧子', '有', '什么', '一同', '出现']",相关病症,4
问一下喉水肿症候,"['问', '一下', '喉水肿', '症候']",临床表现(病症表现),3
绝经期关节炎的症状,"['绝经期关节炎', '的', '症状']",临床表现(病症表现),3
你好，麻烦问一下胆道癌看什么医生,"['你好', '，', '麻烦', '问', '一下', '胆道癌', '看', '什么', '医生']",所属科室,6
采取什么措施抵御妊娠合并偏头痛,"['采取', '什么', '措施', '抵御', '妊娠合并偏头痛']",预防,2
您好肠伤寒穿孔要花多少时间治好,"['您好', '肠伤寒穿孔', '要花', '多少', '时间', '治', '好']",治疗时间,11
柯莱斯骨折如何体检,"['柯莱斯骨折', '如何', '体检']",化验/体检方案,10
请问得了显微型多血管炎能治吗,"['请问', '得', '了', '显微型多血管炎', '能治', '吗']",治愈率,8
你好，麻烦问一下糖原累积症做啥体检呢？,"['你好', '，', '麻烦', '问', '一下', '糖原累积症', '做', '啥', '体检', '呢', '？']",化验/体检方案,10
你好，麻烦问一下慢性牙髓炎得治疗几个小时,"['你好', '，', '麻烦', '问', '一下', '慢性牙髓炎', '得', '治疗', '几个', '小时']",治疗时间,11
